os,language,task,input_size,pid,status,rtime,ru_utime,ru_stime,ru_maxrss,ru_minflt,ru_majflt,ru_inblock,ru_oublock,ru_nvcsw,ru_nivcsw,memory_mb,cpu_time,execution_time,task_with_size
combined_C_data.csv,C,fasta,25000000,2647,0,5.384509563446045,4.462514,0.91752,10692,325,0,0,0,16,6,10.44140625,5.380033999999999,5.384509563446045,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2650,0,5.428796291351318,4.486182,0.931854,10692,324,0,0,0,16,212,10.44140625,5.418036000000001,5.428796291351318,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2653,0,5.394551753997803,4.4405,0.948532,10692,322,0,0,0,16,4,10.44140625,5.389032,5.394551753997803,fasta-25000000
combined_C_data.csv,C,mandelbrot,1000,2661,0,0.0416839122772216,0.025116,0.011989,10440,356,3,0,0,19,0,10.1953125,0.037105,0.0416839122772216,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2664,0,0.0365216732025146,0.033016,0.0,10440,359,0,0,0,16,0,10.1953125,0.033016,0.0365216732025146,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2667,0,0.0367035865783691,0.032311,0.0,10564,361,0,0,0,16,0,10.31640625,0.032311,0.0367035865783691,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2670,0,0.0416328907012939,0.0299119999999999,0.0084949999999999,10440,360,0,0,0,15,0,10.1953125,0.0384069999999998,0.0416328907012939,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2673,0,0.0394456386566162,0.030636,0.003675,10568,360,0,0,0,15,1,10.3203125,0.034311,0.0394456386566162,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2676,0,0.0380690097808837,0.0340279999999999,0.0,10692,363,0,0,0,16,0,10.44140625,0.0340279999999999,0.0380690097808837,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2679,0,0.0365262031555175,0.026799,0.005464,10440,358,0,0,0,15,0,10.1953125,0.032263,0.0365262031555175,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2682,0,0.0392484664916992,0.02897,0.005579,10568,359,0,0,0,16,2,10.3203125,0.034548999999999996,0.0392484664916992,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2685,0,0.0352420806884765,0.0318699999999999,0.0,10440,358,0,0,0,16,1,10.1953125,0.0318699999999999,0.0352420806884765,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,1000,2688,0,0.0359270572662353,0.031079,0.002031,10440,363,0,0,0,15,0,10.1953125,0.03311,0.0359270572662353,mandelbrot-1000
combined_C_data.csv,C,mandelbrot,16000,2691,0,6.135704040527344,6.107728,0.022437,33248,538,0,0,0,16,12,32.46875,6.130165,6.135704040527344,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2694,0,6.2221972942352295,6.198636,0.0188979999999999,33248,539,0,0,0,16,9,32.46875,6.217534,6.2221972942352295,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2697,0,6.33739185333252,6.318747,0.01444,33248,539,0,0,0,16,12,32.46875,6.333187,6.33739185333252,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2700,0,6.330661296844482,6.297486,0.025096,33200,536,0,0,0,15,9,32.421875,6.322582,6.330661296844482,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2704,0,6.378663539886475,6.290275,0.0838049999999999,33248,534,0,0,0,16,12,32.46875,6.37408,6.378663539886475,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2707,0,6.264670372009277,6.237417,0.0196889999999999,33248,539,0,0,0,16,11,32.46875,6.257105999999999,6.264670372009277,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2710,0,6.381673336029053,6.36368,0.010948,33244,535,0,0,0,15,9,32.46484375,6.3746279999999995,6.381673336029053,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2713,0,6.417822599411011,6.395964,0.014674,33248,536,0,0,0,16,9,32.46875,6.4106380000000005,6.417822599411011,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2716,0,6.223194122314453,6.209338,0.009106,33248,538,0,0,0,16,7,32.46875,6.218444,6.223194122314453,mandelbrot-16000
combined_C_data.csv,C,mandelbrot,16000,2719,0,6.290493726730347,6.27717,0.009209,33248,536,0,0,0,15,9,32.46875,6.286379,6.290493726730347,mandelbrot-16000
combined_C_data.csv,C,binarytrees,7,2212,0,0.012972354888916,0.004452,0.0030789999999999,10440,332,4,0,0,24,0,10.1953125,0.007530999999999901,0.012972354888916,binarytrees-7
combined_C_data.csv,C,binarytrees,7,2217,0,0.0109944343566894,0.0045239999999999,0.002528,10568,334,0,0,0,16,1,10.3203125,0.0070519999999998995,0.0109944343566894,binarytrees-7
combined_C_data.csv,C,binarytrees,7,2222,0,0.0103936195373535,0.0043549999999999,0.002325,10568,339,0,0,0,16,0,10.3203125,0.0066799999999998996,0.0103936195373535,binarytrees-7
combined_C_data.csv,C,binarytrees,7,2227,0,0.0085434913635253,0.005797,0.0,10564,338,0,0,0,16,0,10.31640625,0.005797,0.0085434913635253,binarytrees-7
combined_C_data.csv,C,binarytrees,7,2232,0,0.0115108489990234,0.0,0.0075439999999999,10440,338,0,0,0,16,0,10.1953125,0.0075439999999999,0.0115108489990234,binarytrees-7
